LULC,NDVI,Elevation,Slope,Curvature,Aspect,TWI,Drainage_Density,Precipitation,Distance_to_Road,Distance_to_River,SPI
2.0,0.66799289,0.0,0.0,3.0,0.0,18.53579355,0.000910522,3407.093994,0.0,0.0,-11.51292546
1.0,0.177712113,15.0,2.002308369,-1.0,270.0,3.353233064,0.000771402,3034.979248,391.0161438,391.0161438,-3.353233064
5.0,0.416619658,8.0,1.36670208,-6.0,312.7269897,3.735217622,0.000356695,3288.772949,0.0,1105.960693,-3.735217622
5.0,0.168253973,5.0,2.107264757,-2.0,28.37180519,3.302113412,0.000328501,3081.739746,0.0,391.0161438,-3.302113412
1.0,-0.026418598,0.0,0.0,0.0,0.0,3.99431871,0.000282346,3510.293945,1236.501587,391.0161438,-2.782094122
2.0,0.651062191,2.0,1.364406824,8.0,132.8161011,4.835510665,0.000474571,3042.756592,1409.828735,782.0322876,-2.638565911
1.0,-0.216903165,0.0,0.0,0.0,0.0,3.99431871,0.0,3201.1966549999997,3363.647949,3340.843506,-2.782094122
1.0,-0.05349122,2.0,0.927409947,12.0,180.0,4.122881649,0.000673195,3160.864014,0.0,391.0161438,-4.122881649
5.0,0.633667231,5.0,2.108535528,-4.0,28.43573761,3.994657351,0.001118448,3414.501221,0.0,391.0161438,-2.608498767
5.0,0.63967061,4.0,2.211423635,-4.0,245.2158661,3.253834811,0.00097503,3362.885742,0.0,0.0,-3.253834811
5.0,0.367861748,0.0,0.0,0.0,0.0,3.99431871,7.33e-05,3182.272461,874.3386841,1955.080688,-2.782094122
7.0,0.565220833,7.0,3.010105371,2.0,270.0,9.980409715,0.000693114,3405.597412,0.0,0.0,4.089937499
5.0,0.584715962,5.0,2.004727364,0.0,90.0,4.045172231,0.000507916,3122.368408,0.0,0.0,-2.659020683
5.0,0.457103163,8.0,3.529622555,-11.0,301.6602783,4.577367264,0.000739634,3129.709717,0.0,391.0161438,-0.993983416
2.0,0.441920638,0.0,0.0,0.0,0.0,18.58024531,0.000633895,3388.078125,0.0,0.0,-11.51292546
1.0,-0.205155388,7.0,2.955340385,-2.0,340.1646423,2.963532052,0.000184093,3265.006348,0.0,782.0322876,-2.963532052
1.0,-0.267561257,1.0,3.426466703,4.0,215.7979431,2.815337215,0.00023816,3182.272461,874.3386841,391.0161438,-2.815337215
2.0,0.51745373,6.0,4.211346626,-5.0,331.5650024,2.608505593,0.001178564,3341.630859,0.0,0.0,-2.608505593
2.0,0.762999594,13.0,1.854334116,-3.0,0.0,3.43004324,0.000335047,3201.1966549999997,874.3386841,782.0322876,-3.43004324
11.0,0.36815384,6.0,2.208815813,3.0,65.1845932,3.255015623,0.000125618,3097.733398,3128.12915,1173.048462,-3.255015623
2.0,0.642905653,5.0,1.365375757,-3.0,227.2215729,3.736188508,0.000619352,3149.480225,0.0,874.3386841,-3.736188508
5.0,0.704527497,6.0,1.365318894,-7.0,227.2193604,3.736230154,0.001275797,3159.070068,0.0,0.0,-3.736230154
5.0,0.562272847,3.0,2.107681274,4.0,331.6072083,3.301915649,0.00076803,3130.121826,0.0,782.0322876,-3.301915649
11.0,0.33676967,0.0,0.0,0.0,0.0,3.99431871,8.41e-05,3201.1966549999997,1105.960693,1612.200928,-2.782094122
2.0,0.695688307,4.0,1.36471355,0.0,47.19583893,5.122967967,0.000828474,3037.741699,391.0161438,391.0161438,-2.350693981
1.0,-0.213344574,5.0,2.108512402,-4.0,208.4345703,4.687815506,0.000658323,3300.706787,0.0,0.0,-1.915430459
11.0,0.266212046,0.0,0.0,0.0,0.0,3.99431871,0.000771402,3201.1966549999997,391.0161438,391.0161438,-2.782094122
