sample_id,POINT_X,POINT_Y,observed_class,split,model,predicted_probability,predicted_class
6293,275092.639,2554780.708,0,validation,Random Forest,0.3021015823547555,0
6294,288953.1703,2513664.985,0,train,Random Forest,0.4836502713158823,0
6295,279036.2143,2551520.158,1,train,Random Forest,0.6465986669636836,1
6296,262045.8629,2547717.761,0,train,Random Forest,0.28796861950377894,0
6297,279931.994,2532167.973,1,train,Random Forest,0.6321541878160232,1
6298,264990.4621,2544277.733,0,train,Random Forest,0.17357799846614086,0
6299,264104.614,2547136.676,1,train,Random Forest,0.7501213412522322,1
6300,281653.0163,2538572.165,0,train,Random Forest,0.337878221781506,0
6301,278826.4917,2558890.489,0,train,Random Forest,0.15648166570136554,0
6302,284727.0872,2527177.82,0,train,Random Forest,0.42384484812730333,0
6303,268285.5228,2548741.302,0,train,Random Forest,0.14828015646881257,0
6304,282635.3205,2536537.991,1,train,Random Forest,0.6891395081711592,1
6305,291954.1701,2540981.291,0,train,Random Forest,0.25719680838679515,0
6306,293780.6407,2501820.794,0,train,Random Forest,0.619559958020324,1
6307,268627.4217,2538889.419,0,train,Random Forest,0.23510912338204487,0
6308,279990.0826,2552787.956,0,test,Random Forest,0.25418812518698963,0
6309,277754.8379,2529696.06,1,train,Random Forest,0.7557166868482358,1
6310,283552.2073,2511376.903,0,train,Random Forest,0.551288707988653,1
6311,291363.5033,2504023.962,1,train,Random Forest,0.8087382822806264,1
6312,268719.9073,2545648.974,0,train,Random Forest,0.2575022768579828,0
6313,277244.0932,2548074.642,1,train,Random Forest,0.8375775574828895,1
6314,291264.0331,2509163.757,1,train,Random Forest,0.7772818517884513,1
6315,262773.41,2550291.659,0,train,Random Forest,0.1771448521118219,0
6316,272848.5489,2524612.017,0,validation,Random Forest,0.39476268097700756,0
6317,289393.5629,2518382.669,0,train,Random Forest,0.5332909444319063,1
6318,283860.5578,2535999.021,0,train,Random Forest,0.1314919813823006,0
6319,286320.7095,2519199.672,1,test,Random Forest,0.4707365293606283,0
6320,290172.5925,2538310.226,0,train,Random Forest,0.18001240984011374,0
6321,285204.1988,2540688.358,0,train,Random Forest,0.21509876584540777,0
6322,294540.7075,2508519.818,0,train,Random Forest,0.506066323996854,1
6323,286400.0974,2541499.462,0,train,Random Forest,0.22743064097828453,0
6324,277612.3633,2558066.305,0,test,Random Forest,0.2604450726616707,0
6325,278436.5827,2514108.469,0,train,Random Forest,0.17634071382113337,0
6326,284399.7792,2506801.043,0,validation,Random Forest,0.2670413577888164,0
6327,288495.391,2554635.446,0,train,Random Forest,0.1722985474206258,0
6328,288853.0221,2517283.807,0,train,Random Forest,0.4092067144976382,0
6329,264983.0242,2541961.375,0,train,Random Forest,0.20355225476526695,0
6330,266213.5088,2538509.595,1,train,Random Forest,0.8594051056145131,1
6331,282178.3822,2546826.826,1,train,Random Forest,0.7782201642463973,1
6332,287538.8559,2531813.029,0,train,Random Forest,0.41542969747198216,0
6333,259813.4544,2542597.783,1,train,Random Forest,0.7589756054011546,1
6334,292414.0438,2537099.609,1,train,Random Forest,0.8179492982761297,1
6335,275523.8732,2550992.468,0,train,Random Forest,0.14502052958658956,0
6336,288172.0493,2514800.236,0,train,Random Forest,0.3699059018877835,0
6337,276918.0811,2542795.012,0,train,Random Forest,0.13632029844092097,0
6338,282564.1702,2551076.005,0,train,Random Forest,0.2772917815633162,0
6339,286873.75,2514494.646,0,train,Random Forest,0.5278531181618719,1
6340,264729.5995,2539825.268,0,train,Random Forest,0.6886960739653194,1
6341,282480.5201,2555898.72,0,test,Random Forest,0.4314437681731086,0
6342,274419.7694,2554505.464,0,validation,Random Forest,0.2552456869344274,0
6343,285720.0372,2535811.469,0,train,Random Forest,0.18231658403124404,0
6344,267982.4177,2543573.497,0,train,Random Forest,0.1836535867321549,0
6345,271833.4494,2533783.957,1,train,Random Forest,0.844026502307544,1
6346,292643.8258,2511780.44,0,train,Random Forest,0.26973253047118967,0
6347,269518.0691,2544791.47,0,train,Random Forest,0.12244644895253105,0
6348,292844.4754,2541484.745,0,train,Random Forest,0.26564555490005193,0
6349,291455.0373,2541545.749,0,train,Random Forest,0.2542640813301432,0
6350,276827.3962,2533098.454,0,train,Random Forest,0.27184140516057625,0
6351,280344.1305,2522028.942,0,train,Random Forest,0.5579459854957658,1
6352,287276.1595,2517279.051,0,test,Random Forest,0.512547340194668,1
6353,286981.0081,2504939.881,0,train,Random Forest,0.3471025482966719,0
6354,276741.1866,2515422.735,0,train,Random Forest,0.14112647375143572,0
6355,294099.819,2542414.351,0,train,Random Forest,0.19288094564239489,0
6356,283807.6933,2556616.982,0,train,Random Forest,0.1258681973516472,0
6357,285764.6599,2557274.925,0,train,Random Forest,0.1879777643441033,0
6358,275723.2161,2519711.265,0,train,Random Forest,0.23631117541950522,0
6359,282121.9419,2516005.611,0,train,Random Forest,0.3591965231212757,0
6360,285646.9083,2525255.863,0,train,Random Forest,0.3144655406860134,0
6361,275697.0666,2522983.029,1,train,Random Forest,0.7949649606593105,1
6362,288705.2186,2531097.778,0,train,Random Forest,0.40257116226182743,0
6363,287028.168,2510217.272,1,validation,Random Forest,0.3286940363246958,0
6364,265180.0133,2534405.075,0,test,Random Forest,0.5175648509716633,1
6365,282306.7173,2528564.275,0,train,Random Forest,0.2974714065776384,0
6366,276614.1983,2528191.703,0,train,Random Forest,0.24435084287160563,0
6367,275321.0396,2537335.963,0,validation,Random Forest,0.35402582198656823,0
6368,287753.6607,2540476.696,0,train,Random Forest,0.12563743094067387,0
6369,284930.199,2525612.855,0,train,Random Forest,0.3758485341645067,0
6370,275391.3432,2538925.416,0,validation,Random Forest,0.17290371508675617,0
6371,283990.7405,2549072.934,0,train,Random Forest,0.23428067612099113,0
6372,295529.9775,2510860.581,0,train,Random Forest,0.29242478539951733,0
6373,271845.1842,2536886.659,0,train,Random Forest,0.5682107717120735,1
6374,279486.6205,2531288.901,0,train,Random Forest,0.17228124765545524,0
6375,273831.5854,2517569.472,1,train,Random Forest,0.7180644654327385,1
6376,271380.1754,2533626.307,1,train,Random Forest,0.869746132296911,1
6377,279746.4221,2528304.242,1,train,Random Forest,0.7702122322953969,1
6378,272271.9801,2538100.411,0,train,Random Forest,0.1402635299463343,0
6379,263980.4327,2550895.216,0,train,Random Forest,0.7370729393056539,1
6380,273323.8496,2527803.915,0,train,Random Forest,0.5249607550297827,1
6381,271573.8614,2543548.258,0,train,Random Forest,0.21132511346668306,0
6382,283847.513,2534762.654,1,train,Random Forest,0.5492873592440003,1
6383,293623.558,2517916.848,1,test,Random Forest,0.5789165137107598,1
6384,305736.0136,2514685.51,0,train,Random Forest,0.25515176008028323,0
6385,306023.7683,2502342.721,0,train,Random Forest,0.512206076875478,1
6386,306005.0818,2503193.258,1,train,Random Forest,0.7905419394888052,1
6387,311741.4718,2503840.724,0,train,Random Forest,0.5328182830526846,1
6388,311294.9654,2499419.504,1,validation,Random Forest,0.5085916227520794,1
6389,315869.4175,2498815.072,0,train,Random Forest,0.41518028024107506,0
6390,298403.4413,2532091.553,1,train,Random Forest,0.6642758482687781,1
6391,297135.6103,2557200.784,0,train,Random Forest,0.22951414120971605,0
6392,288985.442,2549182.399,0,train,Random Forest,0.19930661376548375,0
6393,296383.9719,2545631.784,0,train,Random Forest,0.22273698167216846,0
6394,291100.1977,2554506.247,1,train,Random Forest,0.6070246665039686,1
6395,291261.9385,2529174.186,0,train,Random Forest,0.6181189263564392,1
6396,312399.567,2530164.54,0,train,Random Forest,0.37390171649509174,0
6397,319685.0948,2509033.815,0,train,Random Forest,0.280961391704012,0
6398,299885.7981,2548144.43,0,train,Random Forest,0.3519442428659573,0
6399,301514.6897,2553275.297,0,train,Random Forest,0.4789327572674427,0
6400,292170.9161,2518877.744,0,train,Random Forest,0.16130999113003738,0
6401,317879.7589,2525313.327,0,test,Random Forest,0.3919409092474048,0
6402,317617.1056,2549761.464,0,validation,Random Forest,0.475182205975669,0
6403,314757.2895,2534312.555,0,train,Random Forest,0.4586038072737745,0
6404,302699.5251,2545707.463,1,train,Random Forest,0.7972449558810524,1
6405,317797.5861,2546633.381,1,train,Random Forest,0.6353690000612046,1
6406,317518.2979,2518765.013,0,train,Random Forest,0.3510983787334252,0
6407,311147.0628,2504576.587,1,train,Random Forest,0.8042141320294377,1
6408,315345.7857,2505545.489,0,validation,Random Forest,0.2827958703384869,0
6409,305312.5372,2520858.962,1,train,Random Forest,0.683174378019712,1
6410,305681.3527,2540524.666,0,train,Random Forest,0.22755316764284364,0
6411,310558.6638,2510862.559,0,train,Random Forest,0.4409964792771039,0
6412,289752.6864,2524237.76,0,train,Random Forest,0.3827324794658654,0
6413,309260.0707,2546276.381,1,train,Random Forest,0.6482398540976949,1
6414,304284.4557,2538174.519,1,train,Random Forest,0.6953545052507164,1
6415,297178.0918,2553720.908,0,train,Random Forest,0.21194754570072008,0
6416,302471.0608,2546704.348,0,train,Random Forest,0.2683230880910113,0
6417,299960.073,2502619.266,1,train,Random Forest,0.6474103189613561,1
6418,315100.413,2536788.816,0,train,Random Forest,0.3359423985962543,0
6419,308547.8462,2501875.289,0,train,Random Forest,0.31004848477074876,0
6420,300137.4088,2532164.432,0,train,Random Forest,0.32821954939307124,0
6421,317565.5542,2543032.082,0,train,Random Forest,0.3465118398040867,0
6422,318462.011,2525814.487,0,test,Random Forest,0.4156564885649821,0
6423,305947.0597,2530161.795,0,train,Random Forest,0.26385193673153967,0
6424,307468.7961,2519961.311,0,train,Random Forest,0.6220224803922276,1
6425,297074.1491,2530712.702,1,train,Random Forest,0.6199370579961156,1
6426,299416.0607,2546897.303,0,train,Random Forest,0.3096584204495428,0
6427,314871.6716,2523976.627,0,test,Random Forest,0.5023925196510384,0
6428,316021.1429,2513598.125,0,train,Random Forest,0.40305122154168993,0
6429,315971.8135,2517866.368,0,train,Random Forest,0.39450705069940045,0
6430,303107.0948,2515711.117,0,test,Random Forest,0.42579552603516224,0
6431,305695.7568,2500639.773,1,train,Random Forest,0.8144077914657555,1
6432,307867.4488,2516168.664,0,train,Random Forest,0.506370535524258,1
6433,303097.3038,2504330.383,0,train,Random Forest,0.5457280000164334,1
6434,302005.3849,2523143.423,0,train,Random Forest,0.2332774181134864,0
6435,289689.3708,2528873.735,0,train,Random Forest,0.5483009832997455,1
6436,313945.4782,2516919.225,1,train,Random Forest,0.6931737074586145,1
6437,296036.8559,2551712.768,1,train,Random Forest,0.6801216006381674,1
6438,291282.4268,2521969.484,0,train,Random Forest,0.23021493383286526,0
6439,287628.2686,2550474.668,0,train,Random Forest,0.12039904308191778,0
6440,301908.3141,2526707.098,0,train,Random Forest,0.4052329929653433,0
6441,288540.8243,2546851.747,0,train,Random Forest,0.20397867860045238,0
6442,304962.4828,2525108.968,0,validation,Random Forest,0.3332960178169721,0
6443,308626.9547,2521431.942,0,train,Random Forest,0.3356276467802816,0
6444,313209.7315,2514683.657,0,train,Random Forest,0.2639643594116249,0
6445,301924.0912,2551996.092,1,train,Random Forest,0.8072539239421052,1
6446,302483.8873,2546445.385,0,train,Random Forest,0.3463596369360743,0
6447,318258.1964,2548813.602,1,validation,Random Forest,0.8152956188180015,1
6448,317654.4247,2545982.634,1,train,Random Forest,0.7072405339217694,1
6449,310470.0534,2518443.152,0,train,Random Forest,0.360416550059811,0
6450,306015.5705,2522152.37,0,validation,Random Forest,0.38950857946695566,0
6451,297715.1099,2552447.468,1,train,Random Forest,0.8099777808618123,1
6452,289631.3563,2554515.462,1,train,Random Forest,0.837259359637442,1
6453,307617.6696,2507468.271,0,train,Random Forest,0.5530994449237954,1
6454,294351.3989,2512941.225,0,train,Random Forest,0.43514215490543523,0
6455,293569.2789,2558228.85,0,validation,Random Forest,0.7161321477813457,1
6456,302245.2821,2507467.445,0,train,Random Forest,0.504830046262759,0
6457,299369.5342,2554145.582,0,train,Random Forest,0.3115251480097674,0
6458,315543.8557,2545308.721,1,train,Random Forest,0.8238092741805422,1
6459,302415.8362,2534805.693,0,train,Random Forest,0.3098877532900161,0
6460,314775.0096,2545330.695,0,train,Random Forest,0.49604890993871253,0
6461,305779.8704,2519379.406,0,train,Random Forest,0.39915360679278017,0
6462,316665.7469,2518056.836,0,train,Random Forest,0.3744760917383269,0
6463,313714.2127,2542137.84,1,train,Random Forest,0.602838676695292,1
6464,304605.9574,2513907.087,0,train,Random Forest,0.621184828439185,1
6465,317428.7617,2506260.426,0,validation,Random Forest,0.3357854275595385,0
6466,318766.4635,2536887.449,1,train,Random Forest,0.8069800979715195,1
6467,291645.368,2548855.251,0,train,Random Forest,0.20991435270400322,0
6468,309612.121,2508600.743,0,train,Random Forest,0.2891609907143067,0
6469,299470.1694,2526774.205,0,train,Random Forest,0.26853764983192635,0
6470,299327.147,2539420.11,0,train,Random Forest,0.241794681947937,0
6471,312249.5447,2526786.436,1,train,Random Forest,0.5699824476607485,1
6472,295926.8537,2527948.224,0,train,Random Forest,0.2127376388466361,0
6473,292235.0009,2526695.994,0,train,Random Forest,0.2783318442940902,0
6474,306801.3123,2513763.684,1,train,Random Forest,0.8358401267960653,1
6475,300208.9643,2510485.247,0,train,Random Forest,0.24008594102903455,0
6476,301765.5201,2522647.344,0,train,Random Forest,0.3746023658130007,0
6477,318985.2287,2548239.531,0,validation,Random Forest,0.5856417451874794,1
6478,310664.0496,2524733.558,1,train,Random Forest,0.6589164322213267,1
6479,314078.0315,2547764.666,1,validation,Random Forest,0.32024972121830614,0
6480,309108.6378,2533106.415,0,train,Random Forest,0.25234729790202515,0
6481,313791.1769,2505685.199,0,validation,Random Forest,0.31569558531528386,0
6482,315274.1981,2504283.605,0,validation,Random Forest,0.4988239664627474,0
6483,293337.9403,2531175.859,0,train,Random Forest,0.30268340389750636,0
6484,294701.5339,2532724.079,1,train,Random Forest,0.5993570835934339,1
6485,305967.5603,2551387.829,0,train,Random Forest,0.3198265754184255,0
6486,299985.5528,2508959.611,0,train,Random Forest,0.4916749364160638,0
6487,295439.8318,2553019.745,1,train,Random Forest,0.7768154484276276,1
6488,300637.6177,2499295.405,0,train,Random Forest,0.4031365044588059,0
6489,295896.5355,2518491.993,0,test,Random Forest,0.6105570703129567,1
6490,300318.4825,2524440.538,0,train,Random Forest,0.2606947382138707,0
6491,296249.2076,2546267.237,0,train,Random Forest,0.1902762643274292,0
6492,289754.0791,2523764.403,0,train,Random Forest,0.3434298838826143,0
6493,297292.8175,2553026.788,0,train,Random Forest,0.2786000786711893,0
6494,294940.1263,2506948.895,0,train,Random Forest,0.47505878782777167,0
6495,300004.3149,2542527.744,0,train,Random Forest,0.2875970031179584,0
6496,309186.1841,2547089.456,0,train,Random Forest,0.4012939737948195,0
6497,306171.3363,2545976.927,1,train,Random Forest,0.8348530788557812,1
6498,302972.7578,2500940.905,0,train,Random Forest,0.2457283567930944,0
6499,314993.3762,2501240.612,0,train,Random Forest,0.41767487936234315,0
6500,307064.5819,2552539.82,1,validation,Random Forest,0.5661025956755552,1
6501,294563.4045,2519334.071,0,test,Random Forest,0.4980091204185601,0
6502,298760.2936,2505450.011,0,train,Random Forest,0.33249246918370046,0
6503,314135.0539,2538123.874,0,validation,Random Forest,0.40381729429149676,0
6504,295616.7617,2512756.428,1,train,Random Forest,0.6633383632301559,1
6505,302461.6128,2502846.89,0,train,Random Forest,0.34506101772971043,0
6506,305196.1016,2551781.322,0,train,Random Forest,0.24180967266939835,0
6507,317779.4481,2514632.265,0,train,Random Forest,0.5022414447755051,0
6508,295919.752,2522479.46,0,train,Random Forest,0.30898367377097585,0
6509,318425.991,2514127.05,1,train,Random Forest,0.7723580470521836,1
6510,318545.7033,2519261.737,0,train,Random Forest,0.2668014939753843,0
6511,291810.6394,2545684.876,0,train,Random Forest,0.2538699670890996,0
6512,306559.5407,2519679.817,0,train,Random Forest,0.17373192002492485,0
6513,295627.4511,2547745.947,1,train,Random Forest,0.6185592617898023,1
6514,295300.9014,2531464.462,0,train,Random Forest,0.40015267589242215,0
6515,316887.7643,2499064.035,0,train,Random Forest,0.34543723186436553,0
6516,294275.7423,2520396.079,0,test,Random Forest,0.4443358016427993,0
6517,304879.8121,2504032.906,0,train,Random Forest,0.5996744093663618,1
6518,319255.0895,2512969.262,0,train,Random Forest,0.48711623240464186,0
6519,299701.6825,2524317.818,1,train,Random Forest,0.6053929375420094,1
6520,316728.118,2519996.767,0,train,Random Forest,0.269960493550733,0
6521,304790.8749,2503957.168,1,train,Random Forest,0.8177026181896614,1
6522,316618.489,2547179.743,1,validation,Random Forest,0.665047692996828,1
6523,318421.7461,2541197.693,0,validation,Random Forest,0.2857458431583208,0
6524,288553.4296,2548404.937,0,train,Random Forest,0.25654703071472107,0
6525,317132.6705,2520145.854,0,train,Random Forest,0.3079035883783269,0
6526,299871.2375,2546674.651,0,train,Random Forest,0.23088867981454078,0
6527,319306.4635,2540847.333,0,train,Random Forest,0.35950278243415407,0
6528,287925.1545,2550211.784,0,train,Random Forest,0.4116166336754957,0
6529,302062.8697,2533392.778,0,train,Random Forest,0.3313553392092444,0
6530,311902.0456,2501324.266,0,validation,Random Forest,0.648134491460561,1
6531,308076.0351,2519768.924,1,train,Random Forest,0.79279673430036,1
6532,303262.1205,2514544.385,0,test,Random Forest,0.7150911011196129,1
6533,312871.508,2539737.688,0,train,Random Forest,0.3967251751925874,0
6534,303605.5182,2501768.759,0,train,Random Forest,0.671768287943708,1
6535,301765.4009,2526323.772,0,train,Random Forest,0.2647898914089832,0
6536,309904.6265,2513248.429,0,train,Random Forest,0.4796679227659277,0
6537,302659.2015,2517755.41,0,train,Random Forest,0.4282349397554608,0
6538,300490.6926,2524494.685,0,train,Random Forest,0.38809666862186093,0
6539,315566.1158,2528475.793,0,train,Random Forest,0.27045142166541725,0
6540,296913.5661,2513413.267,0,train,Random Forest,0.30235702382222424,0
6541,294800.9181,2525500.026,0,train,Random Forest,0.40163793312583734,0
6542,318249.0009,2531192.756,0,train,Random Forest,0.6524738701415235,1
6543,316395.7826,2535824.071,0,train,Random Forest,0.2393535375106647,0
6544,291459.0833,2551733.107,0,train,Random Forest,0.2350951178805423,0
6545,299568.2955,2548340.735,0,train,Random Forest,0.30809801898821704,0
6546,295526.9564,2530956.164,0,train,Random Forest,0.45216428245178397,0
6547,317107.8267,2514038.601,0,train,Random Forest,0.3747547052243329,0
6548,297904.6028,2542965.633,0,train,Random Forest,0.3345764772180505,0
6549,287870.3548,2524682.82,0,train,Random Forest,0.5133364272387408,1
6550,317459.2749,2510238.777,0,validation,Random Forest,0.3907831944774321,0
6551,311222.978,2545513.975,0,train,Random Forest,0.16821345165729526,0
6552,299984.174,2538992.3,0,train,Random Forest,0.43709694862311815,0
6553,309905.0523,2505560.68,0,train,Random Forest,0.48500663586389614,0
6554,293200.6327,2548664.214,0,train,Random Forest,0.2874373227229306,0
6555,308913.8344,2549037.501,0,train,Random Forest,0.30432466064801134,0
6556,309666.8306,2528311.782,0,train,Random Forest,0.3856387162322709,0
6557,306050.1616,2542329.17,0,train,Random Forest,0.26344539169559494,0
6558,295611.4621,2552041.113,0,train,Random Forest,0.18686567613232843,0
6559,293177.6315,2543641.816,0,train,Random Forest,0.29947272148982823,0
6560,298569.2015,2527869.424,0,train,Random Forest,0.21953962245816797,0
6561,300969.6838,2536200.645,0,train,Random Forest,0.28617410681125943,0
6562,307071.9072,2539440.269,0,train,Random Forest,0.22520872165542444,0
6563,316692.2631,2498939.946,1,train,Random Forest,0.6348418571016685,1
6564,307426.0855,2544445.653,1,train,Random Forest,0.8099072781443604,1
6565,295480.4175,2506690.323,1,train,Random Forest,0.6556115994206728,1
6566,314576.4456,2528767.647,0,train,Random Forest,0.2695172935538344,0
6567,293612.7427,2520289.863,0,test,Random Forest,0.5028562157167018,0
6568,313238.9459,2536156.03,0,train,Random Forest,0.3323277401963696,0
6569,303204.8417,2520270.963,1,train,Random Forest,0.7978548060717033,1
6570,311943.888,2553300.071,0,validation,Random Forest,0.3419076785140074,0
6571,293902.6796,2545380.763,0,train,Random Forest,0.24024142903378093,0
6572,319557.7584,2516931.868,0,validation,Random Forest,0.49748443219038846,0
6573,317283.5927,2534276.942,0,train,Random Forest,0.3871233098085455,0
6574,303998.5808,2499069.383,0,train,Random Forest,0.37256250901053084,0
6575,299688.5162,2517190.378,0,train,Random Forest,0.349976887809584,0
6576,317643.572,2549926.91,0,validation,Random Forest,0.41930264472483647,0
6577,310607.1967,2499301.561,1,validation,Random Forest,0.634327847186971,1
6578,303261.4326,2542348.473,0,train,Random Forest,0.36536288259364486,0
6579,318451.4575,2528021.579,0,train,Random Forest,0.3064805194755607,0
6580,300365.3693,2508600.339,1,train,Random Forest,0.8255587600093951,1
6581,313488.9782,2520770.372,0,train,Random Forest,0.31518955711120744,0
6582,304978.7081,2529205.559,0,train,Random Forest,0.2714721243502193,0
6583,303004.5269,2551602.616,1,train,Random Forest,0.5963802129300662,1
6584,316360.7214,2516729.251,0,train,Random Forest,0.41348058012818517,0
6585,313242.841,2537952.752,0,train,Random Forest,0.4223522891671933,0
6586,313314.7243,2551636.988,0,train,Random Forest,0.3436957197599991,0
6587,298874.0254,2535373.136,0,train,Random Forest,0.35408346356183446,0
6588,319028.9069,2548201.609,0,validation,Random Forest,0.7068104138364759,1
6589,294400.4784,2553221.196,1,train,Random Forest,0.6536578757236134,1
6590,312701.9198,2545555.387,0,train,Random Forest,0.5261733870701167,1
6591,308005.0851,2545784.305,0,train,Random Forest,0.3322278585555183,0
6592,307982.7029,2515487.372,0,train,Random Forest,0.6024498597197604,1
6593,297359.9595,2555541.583,0,train,Random Forest,0.3664045660043223,0
6594,310284.8538,2543809.875,1,train,Random Forest,0.7706482208811697,1
6595,310852.5794,2532194.656,0,train,Random Forest,0.3716087169350277,0
6596,308602.4742,2501112.886,0,train,Random Forest,0.6019855869635579,1
6597,298986.9522,2539884.973,0,train,Random Forest,0.30607543101192913,0
6598,310646.3704,2521545.102,0,train,Random Forest,0.35597122813785803,0
6599,298141.828,2533066.426,0,train,Random Forest,0.4589831017271414,0
6600,316007.3155,2530213.621,0,train,Random Forest,0.2983685236252542,0
6601,291757.7835,2518921.675,1,train,Random Forest,0.7356846209222969,1
6602,308360.7898,2549960.968,0,train,Random Forest,0.4957836009406907,0
6603,308377.7004,2509998.719,1,train,Random Forest,0.7595634304100326,1
6604,303619.0524,2530928.582,0,train,Random Forest,0.3368384831257757,0
6605,316103.4781,2520418.871,0,train,Random Forest,0.3370482813425832,0
6606,294532.079,2549373.491,0,train,Random Forest,0.39599493234149125,0
6607,293892.6654,2542686.256,0,train,Random Forest,0.20218724716910486,0
6608,298474.884,2550091.55,1,train,Random Forest,0.5838394410376118,1
6609,296422.9989,2539764.068,1,test,Random Forest,0.3171034726315916,0
6610,307208.2593,2545149.397,0,train,Random Forest,0.5339586985027079,1
6611,295878.4541,2545552.071,0,train,Random Forest,0.2798621387538976,0
6612,318332.4716,2549716.359,0,validation,Random Forest,0.522844978170478,1
6613,294443.6973,2544053.998,0,train,Random Forest,0.31291326083039844,0
6614,311085.9112,2513067.047,0,train,Random Forest,0.38856370626576414,0
6615,299967.7447,2518477.365,0,train,Random Forest,0.4769449424668239,0
6616,316756.4866,2523362.619,0,test,Random Forest,0.48752623178711074,0
6617,294595.2594,2522159.828,0,train,Random Forest,0.6056729343446936,1
6618,318422.4756,2549070.654,0,validation,Random Forest,0.7261200189817936,1
6619,297246.108,2519505.994,0,test,Random Forest,0.5546290354857318,1
6620,319142.5789,2546940.572,0,validation,Random Forest,0.6268183795949029,1
6621,297148.2755,2519554.002,0,test,Random Forest,0.5828764687386948,1
6622,306098.4638,2536234.371,0,train,Random Forest,0.22355568889147165,0
6623,317847.0608,2507927.467,1,validation,Random Forest,0.31811816324471465,0
6624,307910.4212,2502765.258,0,train,Random Forest,0.2609083491280452,0
6625,295548.4869,2519613.46,0,test,Random Forest,0.28594496633098127,0
6626,291070.9411,2550634.127,0,train,Random Forest,0.2887962567518657,0
6627,298727.927,2508324.08,0,train,Random Forest,0.39858653256212795,0
6628,294616.3232,2548191.903,0,train,Random Forest,0.24001505623163785,0
6629,306560.0294,2513769.853,0,train,Random Forest,0.6453100855912256,1
6630,306169.1249,2526585.082,0,validation,Random Forest,0.28558081210525593,0
6631,307610.2149,2511432.43,0,train,Random Forest,0.3704230228657904,0
6632,306313.6502,2514124.976,1,train,Random Forest,0.7935061669874892,1
6633,299900.9883,2520286.646,0,train,Random Forest,0.359020680115941,0
6634,304778.731,2506021.786,1,train,Random Forest,0.8124038799166203,1
6635,318785.0751,2502291.154,0,train,Random Forest,0.2764312313637369,0
6636,304104.3321,2538421.984,0,train,Random Forest,0.35471713773362556,0
6637,300001.5589,2533197.422,0,train,Random Forest,0.252879368696547,0
6638,314034.1285,2502786.108,0,validation,Random Forest,0.36678025230952643,0
6639,302139.2249,2500711.618,0,train,Random Forest,0.30807430613023684,0
6640,301347.0595,2539301.669,0,train,Random Forest,0.3583062021210038,0
6641,316341.244,2523758.397,0,test,Random Forest,0.47464593582944115,0
6642,304748.2328,2549287.947,0,train,Random Forest,0.19995993089224073,0
6643,304808.2405,2508761.989,0,train,Random Forest,0.5554696708054436,1
6644,303641.2218,2532533.143,0,train,Random Forest,0.28907176172246785,0
6645,308744.1584,2516084.267,0,train,Random Forest,0.29748122473119765,0
6646,303185.9412,2544818.768,0,train,Random Forest,0.14425414921025315,0
6647,316711.0357,2500097.781,0,train,Random Forest,0.21504489896212145,0
6648,295629.7409,2521865.151,1,train,Random Forest,0.6646940004078344,1
6649,300941.2386,2522952.175,0,train,Random Forest,0.2704309275185155,0
6650,299120.3284,2508058.693,1,train,Random Forest,0.6758123314558799,1
6651,309732.8078,2545304.932,1,train,Random Forest,0.8666699323107444,1
6652,300295.5775,2502079.152,0,train,Random Forest,0.3268747406136938,0
6653,295388.1917,2521543.415,0,test,Random Forest,0.44837104268172934,0
6654,298693.2622,2518367.087,0,train,Random Forest,0.398707451213169,0
6655,295923.9141,2521189.255,0,test,Random Forest,0.3513069461941034,0
6656,311417.7808,2517364.116,0,train,Random Forest,0.32032069211284175,0
6657,293500.1069,2523423.866,0,train,Random Forest,0.20443623173610306,0
6658,298854.8691,2501995.93,1,train,Random Forest,0.8631650292823296,1
6659,294605.2652,2531398.006,0,train,Random Forest,0.6133934015454869,1
6660,303616.6838,2523043.476,0,validation,Random Forest,0.21898781829363032,0
6661,319127.7479,2545479.358,0,train,Random Forest,0.4054328459028949,0
6662,301105.189,2512539.974,0,test,Random Forest,0.3872362352733169,0
6663,297038.3943,2506998.447,0,train,Random Forest,0.4316327392875754,0
6664,310666.6845,2552090.878,0,validation,Random Forest,0.5172248787875988,1
6665,302631.182,2516789.699,0,test,Random Forest,0.6908586618350228,1
6666,290642.692,2558272.814,1,validation,Random Forest,0.7318776673705645,1
6667,310159.5762,2534523.319,0,train,Random Forest,0.5651771043474138,1
6668,319083.7403,2521407.946,1,validation,Random Forest,0.37223395236616585,0
6669,292727.5322,2524671.724,0,train,Random Forest,0.21983297795466902,0
6670,300082.6402,2516067.422,1,test,Random Forest,0.5377275182001622,1
6671,291994.7982,2522155.447,0,train,Random Forest,0.1816115251148719,0
6672,298728.8893,2503653.348,0,train,Random Forest,0.1721552263069327,0
6673,308674.7799,2537263.85,0,train,Random Forest,0.27257563359136616,0
6674,315760.0892,2527911.828,0,train,Random Forest,0.34004132825939865,0
6675,313530.0916,2525536.15,0,train,Random Forest,0.23742323751735556,0
6676,289573.3815,2552808.532,1,train,Random Forest,0.6499929188670399,1
6677,312451.6436,2510847.873,0,train,Random Forest,0.4053692280648864,0
6678,296788.3215,2526476.787,0,train,Random Forest,0.26926302009610653,0
6679,295069.0477,2556703.975,1,train,Random Forest,0.8293699144237241,1
6680,311307.1541,2528922.397,0,train,Random Forest,0.3543502667683951,0
